Country,1 category,2 category,Product,Year,Income in USD
Perú,Minero,Minería,Litio,2017,462285
Perú,Minero,Minería,Cobre,2017,452666,2
Perú,Minero,Minería,Minerales de plomo y sus concentrados,2017,0
Perú,Minero,Minería,Minerales de molibdeno y sus concentrados,2017,114745,56
Perú,Minero,Minería,Yodo,2017,46314,99
Perú,Minero,Minería,Minerales de oro y sus concentrados,2017,0
Perú,Minero,Minería,Plata,2017,5524,39
Perú,Minero,Minería,Minerales de cinc y sus concentrados,2017,0
Perú,Minero,Minería,Minerales de hierro y sus concentrados,2017,0
Holanda,No minero,Frutas y frutos ,Paltas,2017,178357784,6
Holanda,No minero,Frutas y frutos ,Arándanos,2017,55755408,27
Holanda,No minero,Frutas y frutos ,Uvas ,2017,66823151,39
Holanda,No minero,Frutas y frutos ,Manzanas,2017,38082951,37
Holanda,No minero,Frutas y frutos ,Kiwis,2017,15530176,9
Holanda,No minero,Frutas y frutos ,Peras,2017,24262741,95
Holanda,No minero,Frutas y frutos ,Nueces de nogal,2017,17701544,98
Holanda,No minero,Frutas y frutos ,Ciruelas,2017,13865903,62
Holanda,No minero,Frutas y frutos ,Duraznos y nectarinas,2017,6477257,43
Holanda,No minero,Frutas y frutos ,Limones,2017,10709237,85
Holanda,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,6391495,33
Holanda,No minero,Frutas y frutos ,Frambuesas y moras,2017,5779673,69
Holanda,No minero,Frutas y frutos ,Cerezas,2017,2147290,66
Holanda,No minero,Frutas y frutos ,Mandarinas y clementinas,2017,574673,05
Holanda,No minero,Frutas y frutos ,Frutillas,2017,368858,11
Holanda,No minero,Frutas y frutos ,Naranjas,2017,1069799,67
Holanda,No minero,Frutas y frutos ,Avellanas,2017,0
Holanda,No minero,Otros productos relevantes,Nitratos de potasio,2017,102415053,8
Holanda,No minero,Otros productos relevantes,Semillas para siembra,2017,40538964,41
Holanda,No minero,Otros productos relevantes,Óxidos e hidróxidos de molibdeno,2017,9269475,41
Holanda,No minero,Otros productos relevantes,Abonos,2017,46411762,91
Holanda,No minero,Otros productos relevantes,Ferroaleaciones,2017,2704966
Holanda,No minero,Otros productos relevantes,Metanol,2017,0
Holanda,No minero,Otros productos relevantes,Medicamentos,2017,78754,79
Holanda,No minero,Otros productos relevantes,Neumáticos,2017,146955
Holanda,No minero,Forestales y sus derivados,Celulosa,2017,223694324,9
Holanda,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,22758689,98
Holanda,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,12270325,54
Holanda,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,2539,12
Holanda,No minero,Vitivinícola,Vinos,2017,94990127,12
Holanda,No minero,Vitivinícola,Mostos de uva,2017,6926968,48
Holanda,No minero,Vitivinícola,Vinos espumosos,2017,913655,92
Holanda,No minero,Resto No minería,Resto No minería,2017,63034341,07
Holanda,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,11668382,54
Holanda,No minero,Otros alimentos,Resto Otros alimentos,2017,10698791,94
Holanda,No minero,Otros alimentos,Carnes de ave,2017,5343091,24
Holanda,No minero,Otros alimentos,Carnes de otras especies,2017,3678547,25
Holanda,No minero,Otros alimentos,Tomates preprarados o conservados,2017,1192667,39
Holanda,No minero,Otros alimentos,Hortalizas y tubérculos,2017,1253589,83
Holanda,No minero,Otros alimentos,Miel,2017,195840
Holanda,No minero,Otros alimentos,Carnes de bovino,2017,238130,83
Holanda,No minero,Otros alimentos,Carnes de porcino,2017,0
Holanda,No minero,Otros alimentos,Aceites de oliva,2017,0
Holanda,No minero,Otros alimentos,Leche y otros productos lácteos,2017,0
Holanda,No minero,Productos del mar,Salmones y truchas,2017,9575444,1
Holanda,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,6959977,49
Holanda,No minero,Productos del mar,Harinas de pescado,2017,0
Holanda,No minero,Productos del mar,Grasas y aceites de pescado,2017,0
Holanda,No minero,Productos del mar,Jureles,2017,142345,2
Holanda,No minero,Productos del mar,Resto Productos del mar,2017,229245,85
Holanda,No minero,Productos del mar,Moluscos,2017,912878,5
Holanda,No minero,Productos del mar,Algas,2017,24741,36
Holanda,No minero,Productos del mar,Bacalaos,2017,0
Holanda,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,2828349,94
Holanda,Minero,Minería,Cobre,2017,440556024
Holanda,Minero,Minería,Minerales de molibdeno y sus concentrados,2017,146102145,8
Holanda,Minero,Minería,Yodo,2017,22706410
Holanda,Minero,Minería,Minerales de cobre y sus concentrados,2017,11231762,8
Holanda,Minero,Minería,Resto Minería,2017,3125545,71
Holanda,Minero,Minería,Litio,2017,0
Holanda,Minero,Minería,Sal gema, sal de salinas y sal marina,2017,0
España,Minero,Minería,Minerales de cobre y sus concentrados,2017,921644134,8
España,Minero,Minería,Cobre,2017,154764972,1
España,Minero,Minería,Resto Minería,2017,13481544,31
España,Minero,Minería,Oro,2017,15000
España,Minero,Minería,Minerales de molibdeno y sus concentrados,2017,6195240,79
España,Minero,Minería,Yodo,2017,2308762,46
España,Minero,Minería,Litio,2017,6797074,32
España,Minero,Minería,Plata,2017,59983,58
España,Minero,Minería,Sal gema, sal de salinas y sal marina,2017,0
España,Minero,Minería,Minerales de oro y sus concentrados,2017,0
España,Minero,Minería,Minerales de hierro y sus concentrados,2017,0
España,No minero,Productos del mar,Resto Productos del mar,2017,49967992,8
España,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,59955434,08
España,No minero,Productos del mar,Moluscos,2017,48900868,43
España,No minero,Productos del mar,Salmones y truchas,2017,31659728,34
España,No minero,Productos del mar,Harinas de pescado,2017,12157230,55
España,No minero,Productos del mar,Algas,2017,1900614,39
España,No minero,Productos del mar,Bacalaos,2017,8071,36
España,No minero,Productos del mar,Grasas y aceites de pescado,2017,557732,24
España,No minero,Productos del mar,Jureles,2017,331096,33
España,No minero,Resto No minería,Resto No minería,2017,67442274,68
España,No minero,Frutas y frutos ,Nueces de nogal,2017,24637499,55
España,No minero,Frutas y frutos ,Paltas,2017,23482641,62
España,No minero,Frutas y frutos ,Uvas ,2017,16358169,66
España,No minero,Frutas y frutos ,Ciruelas,2017,13339032,64
España,No minero,Frutas y frutos ,Kiwis,2017,10270884,43
España,No minero,Frutas y frutos ,Manzanas,2017,7155147,02
España,No minero,Frutas y frutos ,Peras,2017,5372833,46
España,No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,885422,57
España,No minero,Frutas y frutos ,Arándanos,2017,2596316,27
España,No minero,Frutas y frutos ,Cerezas,2017,1719336,84
España,No minero,Frutas y frutos ,Duraznos y nectarinas,2017,1566394,71
España,No minero,Frutas y frutos ,Limones,2017,708826,92
España,No minero,Frutas y frutos ,Naranjas,2017,0
España,No minero,Frutas y frutos ,Frambuesas y moras,2017,210
España,No minero,Frutas y frutos ,Avellanas,2017,1622
España,No minero,Frutas y frutos ,Mandarinas y clementinas,2017,18221,69
España,No minero,Frutas y frutos ,Maquis,2017,1800
España,No minero,Otros productos relevantes,Nitratos de potasio,2017,88514728,76
España,No minero,Otros productos relevantes,Abonos,2017,34356699,47
España,No minero,Otros productos relevantes,Semillas para siembra,2017,1806869,03
España,No minero,Otros productos relevantes,Medicamentos,2017,6275651,99
España,No minero,Otros productos relevantes,Metanol,2017,0
España,No minero,Otros productos relevantes,Ferroaleaciones,2017,9090
España,No minero,Otros productos relevantes,Neumáticos,2017,21510
España,No minero,Otros productos relevantes,Alambres de cobre,2017,22212,02
España,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,27929705,63
España,No minero,Forestales y sus derivados,Celulosa,2017,16936531,24
España,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,11388627,93
España,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,4752322,22
España,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,108753,92
España,No minero,Otros alimentos,Hortalizas y tubérculos,2017,5901056,97
España,No minero,Otros alimentos,Carnes de bovino,2017,2825279,25
España,No minero,Otros alimentos,Aceites de oliva,2017,3254269,75
España,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,393503,61
España,No minero,Otros alimentos,Resto Otros alimentos,2017,4452325,91
España,No minero,Otros alimentos,Carnes de otras especies,2017,1181891,31
España,No minero,Otros alimentos,Carnes de porcino,2017,0
España,No minero,Otros alimentos,Carnes de ave,2017,751021,89
España,No minero,Otros alimentos,Miel,2017,513293,74
España,No minero,Otros alimentos,Tomates preprarados o conservados,2017,6934,99
España,No minero,Otros alimentos,Cecinas y embutidos,2017,0
España,No minero,Otros alimentos,Leche y otros productos lácteos,2017,125,3
España,No minero,Vitivinícola,Mostos de uva,2017,1452627,98
España,No minero,Vitivinícola,Vinos,2017,2188128,35
España,No minero,Vitivinícola,Vinos espumosos,2017,154546,53
Taiwán (Formosa),Minero,Minería,Cobre,2017,826459892,3
Taiwán (Formosa),Minero,Minería,Minerales de cobre y sus concentrados,2017,51782567,67
Taiwán (Formosa),Minero,Minería,Litio,2017,5746481,49
Taiwán (Formosa),Minero,Minería,Minerales de molibdeno y sus concentrados,2017,2834985,6
Taiwán (Formosa),Minero,Minería,Resto Minería,2017,1680907,86
Taiwán (Formosa),Minero,Minería,Minerales de oro y sus concentrados,2017,309768,63
Taiwán (Formosa),No minero,Forestales y sus derivados,Celulosa,2017,157659890,8
Taiwán (Formosa),No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,19279006,42
Taiwán (Formosa),No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,289144,52
Taiwán (Formosa),No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,3744,56
Taiwán (Formosa),No minero,Frutas y frutos ,Manzanas,2017,58271686,6
Taiwán (Formosa),No minero,Frutas y frutos ,Cerezas,2017,12764743,67
Taiwán (Formosa),No minero,Frutas y frutos ,Uvas ,2017,16941245,22
Taiwán (Formosa),No minero,Frutas y frutos ,Arándanos,2017,5710726,69
Taiwán (Formosa),No minero,Frutas y frutos ,Duraznos y nectarinas,2017,7631673,95
Taiwán (Formosa),No minero,Frutas y frutos ,Ciruelas,2017,4067231,05
Taiwán (Formosa),No minero,Frutas y frutos ,Kiwis,2017,865372,69
Taiwán (Formosa),No minero,Frutas y frutos ,Peras,2017,56762,05
Taiwán (Formosa),No minero,Frutas y frutos ,Frutillas,2017,127085,76
Taiwán (Formosa),No minero,Frutas y frutos ,Resto Frutas y frutos ,2017,0
Taiwán (Formosa),No minero,Frutas y frutos ,Frambuesas y moras,2017,15888,38
Taiwán (Formosa),No minero,Frutas y frutos ,Nueces de nogal,2017,0
Taiwán (Formosa),No minero,Productos del mar,Salmones y truchas,2017,33574260,16
Taiwán (Formosa),No minero,Productos del mar,Harinas de pescado,2017,9892062,84
Taiwán (Formosa),No minero,Productos del mar,Moluscos,2017,10266442,1
Taiwán (Formosa),No minero,Productos del mar,Grasas y aceites de pescado,2017,5242855,35
Taiwán (Formosa),No minero,Productos del mar,Resto Productos del mar,2017,5399215,12
Taiwán (Formosa),No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,3766307,47
Taiwán (Formosa),No minero,Productos del mar,Algas,2017,1319189,4
Taiwán (Formosa),No minero,Productos del mar,Bacalaos,2017,202,33
Taiwán (Formosa),No minero,Productos del mar,Erizos,2017,517734,5
Taiwán (Formosa),No minero,Resto No minería,Resto No minería,2017,75346245,46
Taiwán (Formosa),No minero,Vitivinícola,Vinos,2017,11392686,15
Taiwán (Formosa),No minero,Vitivinícola,Mostos de uva,2017,25088,2
Taiwán (Formosa),No minero,Vitivinícola,Vinos espumosos,2017,32103,1
Taiwán (Formosa),No minero,Otros alimentos,Resto Otros alimentos,2017,1670009,93
Taiwán (Formosa),No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,1724102,44
Taiwán (Formosa),No minero,Otros alimentos,Granos de avena,2017,62611,12
Taiwán (Formosa),No minero,Otros alimentos,Tomates preprarados o conservados,2017,685852,55
Taiwán (Formosa),No minero,Otros alimentos,Hortalizas y tubérculos,2017,342233
Taiwán (Formosa),No minero,Otros alimentos,Aceites de oliva,2017,145472,84
Taiwán (Formosa),No minero,Otros alimentos,Miel,2017,5760
Taiwán (Formosa),No minero,Otros alimentos,Carnes de porcino,2017,50
Taiwán (Formosa),No minero,Otros productos relevantes,Abonos,2017,1283319,52
Taiwán (Formosa),No minero,Otros productos relevantes,Ferroaleaciones,2017,1597873,26
Taiwán (Formosa),No minero,Otros productos relevantes,Semillas para siembra,2017,779137,76
Taiwán (Formosa),No minero,Otros productos relevantes,Nitratos de potasio,2017,51676,26
Taiwán (Formosa),No minero,Otros productos relevantes,Alambres de cobre,2017,48149,38
Taiwán (Formosa),No minero,Otros productos relevantes,Medicamentos,2017,0
Taiwán (Formosa),No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2017,570499,03
México,No minero,Forestales y sus derivados,Madera y sus manufacturas,2017,160695858,2
México,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2017,64536632,18
México,No minero,Forestales y sus derivados,Celulosa,2017,19648442,4
México,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2017,3269024,6
México,No minero,Otros alimentos,Resto Otros alimentos,2017,109051443,7
México,No minero,Otros alimentos,Carnes de ave,2017,49620585,78
México,No minero,Otros alimentos,Hortalizas y tubérculos,2017,21324246,15
México,No minero,Otros alimentos,Leche y otros productos lácteos,2017,24408960,94
México,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2017,11534570,33
México,No minero,Otros alimentos,Tomates preprarados o conservados,2017,2698985,13
México,No minero,Otros alimentos,Carnes de porcino,2017,6584836,45
México,No minero,Otros alimentos,Cecinas y embutidos,2017,2357546,32
México,No minero,Otros alimentos,Granos de avena,2017,385251,55
México,No minero,Otros alimentos,Aceites de oliva,2017,290434,56
México,No minero,Otros alimentos,Carnes de bovino,2017,380767,92
México,No minero,Otros alimentos,Carnes de otras especies,2017,540061,61
México,No minero,Resto No minería,Resto No minería,2017,193394050,8
México,No minero,Productos del mar,Salmones y truchas,2017,112311333,3
México,No minero,Productos del mar,Moluscos,2017,7535801,07
México,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2017,2021927,76
México,No minero,Productos del mar,Grasas y aceites de pescado,2017,1232822
México,No minero,Productos del mar,Resto Productos del mar,2017,2972692,58
México,No minero,Productos del mar,Harinas de pescado,2017,2341644,85
México,No minero,Productos del mar,Bacalaos,2017,1415892,49
México,No minero,Productos del mar,Algas,2017,225600
México,No minero,Productos del mar,Jureles,2017,0
México,No minero,Productos del mar,Erizos,2017,2524
México,No minero,Otros productos relevantes,Abonos,2017,109074327,3
México,No minero,Otros productos relevantes,Medicamentos,2017,3379416,78
México,No minero,Otros productos relevantes,Ferroaleaciones,2017,9204918,81
México,No minero,Otros productos relevantes,Neumáticos,2017,2171431,99
México,No minero,Otros productos relevantes,Nitratos de potasio,2017,110444,18
México,No minero,Otros productos relevantes,Semillas para siembra,2017,4707,7
México,No minero,Otros productos relevantes,Alambres de cobre,2017,0
México,No minero,Frutas y frutos ,Uvas ,2017,28685281,22
México,No minero,Frutas y frutos ,Ciruelas,2017,22689203,35
México,No minero,Frutas y frutos ,Duraznos y nectarinas,2017,7254226,06
México,No minero,Frutas y frutos ,Kiwis,2017,7168689,97
México,No minero,Frutas y frutos ,Manzanas,2017,3901917,97
México,No minero,Frutas y frutos ,Avellanas,2017,0
México,No minero,Frutas y frutos ,Cerezas,2017,2094618,45
